v ccx ccy ccz
v 4.07 3.31 0.05
v 4.09 3.31 0.05
v 4.11 3.31 0.05
v 4.13 3.31 0.05
v 4.15 3.31 0.05
v 4.17 3.31 0.05
v 4.19 3.31 0.05
v 4.21 3.31 0.05
v 4.23 3.31 0.05
v 4.25 3.31 0.05
v 4.27 3.31 0.05
v 4.29 3.31 0.05
v 4.31 3.31 0.05
v 4.33 3.31 0.05
v 4.35 3.31 0.05
v 4.37 3.31 0.05
v 4.39 3.31 0.05
v 4.41 3.31 0.05
v 4.43 3.31 0.05
v 4.45 3.31 0.05
v 4.47 3.31 0.05
v 4.49 3.31 0.05
v 2.51 3.33 0.05
v 2.53 3.33 0.05
v 2.55 3.33 0.05
v 2.57 3.33 0.05
v 2.59 3.33 0.05
v 2.61 3.33 0.05
v 2.63 3.33 0.05
v 2.65 3.33 0.05
v 2.67 3.33 0.05
v 2.69 3.33 0.05
v 2.71 3.33 0.05
v 2.73 3.33 0.05
v 2.75 3.33 0.05
v 2.77 3.33 0.05
v 2.79 3.33 0.05
v 2.81 3.33 0.05
v 2.83 3.33 0.05
v 2.85 3.33 0.05
v 2.87 3.33 0.05
v 2.89 3.33 0.05
v 2.91 3.33 0.05
v 2.93 3.33 0.05
v 2.95 3.33 0.05
v 2.97 3.33 0.05
v 2.99 3.33 0.05
v 3.01 3.33 0.05
v 3.03 3.33 0.05
v 3.05 3.33 0.05
v 3.07 3.33 0.05
v 3.09 3.33 0.05
v 3.11 3.33 0.05
v 3.13 3.33 0.05
v 3.15 3.33 0.05
v 3.17 3.33 0.05
v 3.19 3.33 0.05
v 3.21 3.33 0.05
v 3.23 3.33 0.05
v 3.25 3.33 0.05
v 3.27 3.33 0.05
v 3.29 3.33 0.05
v 3.31 3.33 0.05
v 3.33 3.33 0.05
v 3.35 3.33 0.05
v 3.37 3.33 0.05
v 3.39 3.33 0.05
v 3.41 3.33 0.05
v 3.43 3.33 0.05
v 3.45 3.33 0.05
v 3.47 3.33 0.05
v 3.49 3.33 0.05
v 3.51 3.33 0.05
v 3.53 3.33 0.05
v 3.55 3.33 0.05
v 3.57 3.33 0.05
v 3.59 3.33 0.05
v 3.61 3.33 0.05
v 3.63 3.33 0.05
v 3.65 3.33 0.05
v 3.67 3.33 0.05
v 3.69 3.33 0.05
v 3.71 3.33 0.05
v 3.73 3.33 0.05
v 3.75 3.33 0.05
v 3.77 3.33 0.05
v 3.79 3.33 0.05
v 3.81 3.33 0.05
v 3.83 3.33 0.05
v 3.85 3.33 0.05
v 3.87 3.33 0.05
v 3.89 3.33 0.05
v 3.91 3.33 0.05
v 3.93 3.33 0.05
v 3.95 3.33 0.05
v 3.97 3.33 0.05
v 3.99 3.33 0.05
v 4.01 3.33 0.05
v 4.03 3.33 0.05
v 4.05 3.33 0.05
v 4.07 3.33 0.05
v 4.09 3.33 0.05
v 4.11 3.33 0.05
v 4.13 3.33 0.05
v 4.15 3.33 0.05
v 4.17 3.33 0.05
v 4.19 3.33 0.05
v 4.21 3.33 0.05
v 4.23 3.33 0.05
v 4.25 3.33 0.05
v 4.27 3.33 0.05
v 4.29 3.33 0.05
v 4.31 3.33 0.05
v 4.33 3.33 0.05
v 4.35 3.33 0.05
v 4.37 3.33 0.05
v 4.39 3.33 0.05
v 4.41 3.33 0.05
v 4.43 3.33 0.05
v 4.45 3.33 0.05
v 4.47 3.33 0.05
v 4.49 3.33 0.05
v 2.51 3.35 0.05
v 2.53 3.35 0.05
v 2.55 3.35 0.05
v 2.57 3.35 0.05
v 2.59 3.35 0.05
v 2.61 3.35 0.05
v 2.63 3.35 0.05
v 2.65 3.35 0.05
v 2.67 3.35 0.05
v 2.69 3.35 0.05
v 2.71 3.35 0.05
v 2.73 3.35 0.05
v 2.75 3.35 0.05
v 2.77 3.35 0.05
v 2.79 3.35 0.05
v 2.81 3.35 0.05
v 2.83 3.35 0.05
v 2.85 3.35 0.05
v 2.87 3.35 0.05
v 2.89 3.35 0.05
v 2.91 3.35 0.05
v 2.93 3.35 0.05
v 2.95 3.35 0.05
v 2.97 3.35 0.05
v 2.99 3.35 0.05
v 3.01 3.35 0.05
v 3.03 3.35 0.05
v 3.05 3.35 0.05
v 3.07 3.35 0.05
v 3.09 3.35 0.05
v 3.11 3.35 0.05
v 3.13 3.35 0.05
v 3.15 3.35 0.05
v 3.17 3.35 0.05
v 3.19 3.35 0.05
v 3.21 3.35 0.05
v 3.23 3.35 0.05
v 3.25 3.35 0.05
v 3.27 3.35 0.05
v 3.29 3.35 0.05
v 3.31 3.35 0.05
v 3.33 3.35 0.05
v 3.35 3.35 0.05
v 3.37 3.35 0.05
v 3.39 3.35 0.05
v 3.41 3.35 0.05
v 3.43 3.35 0.05
v 3.45 3.35 0.05
v 3.47 3.35 0.05
v 3.49 3.35 0.05
v 3.51 3.35 0.05
v 3.53 3.35 0.05
v 3.55 3.35 0.05
v 3.57 3.35 0.05
v 3.59 3.35 0.05
v 3.61 3.35 0.05
v 3.63 3.35 0.05
v 3.65 3.35 0.05
v 3.67 3.35 0.05
v 3.69 3.35 0.05
v 3.71 3.35 0.05
v 3.73 3.35 0.05
v 3.75 3.35 0.05
v 3.77 3.35 0.05
v 3.79 3.35 0.05
v 3.81 3.35 0.05
v 3.83 3.35 0.05
v 3.85 3.35 0.05
v 3.87 3.35 0.05
v 3.89 3.35 0.05
v 3.91 3.35 0.05
v 3.93 3.35 0.05
v 3.95 3.35 0.05
v 3.97 3.35 0.05
v 3.99 3.35 0.05
v 4.01 3.35 0.05
v 4.03 3.35 0.05
v 4.05 3.35 0.05
v 4.07 3.35 0.05
v 4.09 3.35 0.05
v 4.11 3.35 0.05
v 4.13 3.35 0.05
v 4.15 3.35 0.05
v 4.17 3.35 0.05
v 4.19 3.35 0.05
v 4.21 3.35 0.05
v 4.23 3.35 0.05
v 4.25 3.35 0.05
v 4.27 3.35 0.05
v 4.29 3.35 0.05
v 4.31 3.35 0.05
v 4.33 3.35 0.05
v 4.35 3.35 0.05
v 4.37 3.35 0.05
v 4.39 3.35 0.05
v 4.41 3.35 0.05
v 4.43 3.35 0.05
v 4.45 3.35 0.05
v 4.47 3.35 0.05
v 4.49 3.35 0.05
v 2.51 3.37 0.05
v 2.53 3.37 0.05
v 2.55 3.37 0.05
v 2.57 3.37 0.05
v 2.59 3.37 0.05
v 2.61 3.37 0.05
v 2.63 3.37 0.05
v 2.65 3.37 0.05
v 2.67 3.37 0.05
v 2.69 3.37 0.05
v 2.71 3.37 0.05
v 2.73 3.37 0.05
v 2.75 3.37 0.05
v 2.77 3.37 0.05
v 2.79 3.37 0.05
v 2.81 3.37 0.05
v 2.83 3.37 0.05
v 2.85 3.37 0.05
v 2.87 3.37 0.05
v 2.89 3.37 0.05
v 2.91 3.37 0.05
v 2.93 3.37 0.05
v 2.95 3.37 0.05
v 2.97 3.37 0.05
v 2.99 3.37 0.05
v 3.01 3.37 0.05
v 3.03 3.37 0.05
v 3.05 3.37 0.05
v 3.07 3.37 0.05
v 3.09 3.37 0.05
v 3.11 3.37 0.05
v 3.13 3.37 0.05
v 3.15 3.37 0.05
v 3.17 3.37 0.05
v 3.19 3.37 0.05
v 3.21 3.37 0.05
v 3.23 3.37 0.05
v 3.25 3.37 0.05
v 3.27 3.37 0.05
v 3.29 3.37 0.05
v 3.31 3.37 0.05
v 3.33 3.37 0.05
v 3.35 3.37 0.05
v 3.37 3.37 0.05
v 3.39 3.37 0.05
v 3.41 3.37 0.05
v 3.43 3.37 0.05
v 3.45 3.37 0.05
v 3.47 3.37 0.05
v 3.49 3.37 0.05
v 3.51 3.37 0.05
v 3.53 3.37 0.05
v 3.55 3.37 0.05
v 3.57 3.37 0.05
v 3.59 3.37 0.05
v 3.61 3.37 0.05
v 3.63 3.37 0.05
v 3.65 3.37 0.05
v 3.67 3.37 0.05
v 3.69 3.37 0.05
v 3.71 3.37 0.05
v 3.73 3.37 0.05
v 3.75 3.37 0.05
v 3.77 3.37 0.05
v 3.79 3.37 0.05
v 3.81 3.37 0.05
v 3.83 3.37 0.05
v 3.85 3.37 0.05
v 3.87 3.37 0.05
v 3.89 3.37 0.05
v 3.91 3.37 0.05
v 3.93 3.37 0.05
v 3.95 3.37 0.05
v 3.97 3.37 0.05
v 3.99 3.37 0.05
v 4.01 3.37 0.05
v 4.03 3.37 0.05
v 4.05 3.37 0.05
v 4.07 3.37 0.05
v 4.09 3.37 0.05
v 4.11 3.37 0.05
v 4.13 3.37 0.05
v 4.15 3.37 0.05
v 4.17 3.37 0.05
v 4.19 3.37 0.05
v 4.21 3.37 0.05
v 4.23 3.37 0.05
v 4.25 3.37 0.05
v 4.27 3.37 0.05
v 4.29 3.37 0.05
v 4.31 3.37 0.05
v 4.33 3.37 0.05
v 4.35 3.37 0.05
v 4.37 3.37 0.05
v 4.39 3.37 0.05
v 4.41 3.37 0.05
v 4.43 3.37 0.05
v 4.45 3.37 0.05
v 4.47 3.37 0.05
v 4.49 3.37 0.05
v 2.51 3.39 0.05
v 2.53 3.39 0.05
v 2.55 3.39 0.05
v 2.57 3.39 0.05
v 2.59 3.39 0.05
v 2.61 3.39 0.05
v 2.63 3.39 0.05
v 2.65 3.39 0.05
v 2.67 3.39 0.05
v 2.69 3.39 0.05
v 2.71 3.39 0.05
v 2.73 3.39 0.05
v 2.75 3.39 0.05
v 2.77 3.39 0.05
v 2.79 3.39 0.05
v 2.81 3.39 0.05
v 2.83 3.39 0.05
v 2.85 3.39 0.05
v 2.87 3.39 0.05
v 2.89 3.39 0.05
v 2.91 3.39 0.05
v 2.93 3.39 0.05
v 2.95 3.39 0.05
v 2.97 3.39 0.05
v 2.99 3.39 0.05
v 3.01 3.39 0.05
v 3.03 3.39 0.05
v 3.05 3.39 0.05
v 3.07 3.39 0.05
v 3.09 3.39 0.05
v 3.11 3.39 0.05
v 3.13 3.39 0.05
v 3.15 3.39 0.05
v 3.17 3.39 0.05
v 3.19 3.39 0.05
v 3.21 3.39 0.05
v 3.23 3.39 0.05
v 3.25 3.39 0.05
v 3.27 3.39 0.05
v 3.29 3.39 0.05
v 3.31 3.39 0.05
v 3.33 3.39 0.05
v 3.35 3.39 0.05
v 3.37 3.39 0.05
v 3.39 3.39 0.05
v 3.41 3.39 0.05
v 3.43 3.39 0.05
v 3.45 3.39 0.05
v 3.47 3.39 0.05
v 3.49 3.39 0.05
v 3.51 3.39 0.05
v 3.53 3.39 0.05
v 3.55 3.39 0.05
v 3.57 3.39 0.05
v 3.59 3.39 0.05
v 3.61 3.39 0.05
v 3.63 3.39 0.05
v 3.65 3.39 0.05
v 3.67 3.39 0.05
v 3.69 3.39 0.05
v 3.71 3.39 0.05
v 3.73 3.39 0.05
v 3.75 3.39 0.05
v 3.77 3.39 0.05
v 3.79 3.39 0.05
v 3.81 3.39 0.05
v 3.83 3.39 0.05
v 3.85 3.39 0.05
v 3.87 3.39 0.05
v 3.89 3.39 0.05
v 3.91 3.39 0.05
v 3.93 3.39 0.05
v 3.95 3.39 0.05
v 3.97 3.39 0.05
v 3.99 3.39 0.05
v 4.01 3.39 0.05
v 4.03 3.39 0.05
v 4.05 3.39 0.05
v 4.07 3.39 0.05
v 4.09 3.39 0.05
v 4.11 3.39 0.05
v 4.13 3.39 0.05
v 4.15 3.39 0.05
v 4.17 3.39 0.05
v 4.19 3.39 0.05
v 4.21 3.39 0.05
v 4.23 3.39 0.05
v 4.25 3.39 0.05
v 4.27 3.39 0.05
v 4.29 3.39 0.05
v 4.31 3.39 0.05
v 4.33 3.39 0.05
v 4.35 3.39 0.05
v 4.37 3.39 0.05
v 4.39 3.39 0.05
v 4.41 3.39 0.05
v 4.43 3.39 0.05
v 4.45 3.39 0.05
v 4.47 3.39 0.05
v 4.49 3.39 0.05
v 2.51 3.41 0.05
v 2.53 3.41 0.05
v 2.55 3.41 0.05
v 2.57 3.41 0.05
v 2.59 3.41 0.05
v 2.61 3.41 0.05
v 2.63 3.41 0.05
v 2.65 3.41 0.05
v 2.67 3.41 0.05
v 2.69 3.41 0.05
v 2.71 3.41 0.05
v 2.73 3.41 0.05
v 2.75 3.41 0.05
v 2.77 3.41 0.05
v 2.79 3.41 0.05
v 2.81 3.41 0.05
v 2.83 3.41 0.05
v 2.85 3.41 0.05
v 2.87 3.41 0.05
v 2.89 3.41 0.05
v 2.91 3.41 0.05
v 2.93 3.41 0.05
v 2.95 3.41 0.05
v 2.97 3.41 0.05
v 2.99 3.41 0.05
v 3.01 3.41 0.05
v 3.03 3.41 0.05
v 3.05 3.41 0.05
v 3.07 3.41 0.05
v 3.09 3.41 0.05
v 3.11 3.41 0.05
v 3.13 3.41 0.05
v 3.15 3.41 0.05
v 3.17 3.41 0.05
v 3.19 3.41 0.05
v 3.21 3.41 0.05
v 3.23 3.41 0.05
v 3.25 3.41 0.05
v 3.27 3.41 0.05
v 3.29 3.41 0.05
v 3.31 3.41 0.05
v 3.33 3.41 0.05
v 3.35 3.41 0.05
v 3.37 3.41 0.05
v 3.39 3.41 0.05
v 3.41 3.41 0.05
v 3.43 3.41 0.05
v 3.45 3.41 0.05
v 3.47 3.41 0.05
v 3.49 3.41 0.05
v 3.51 3.41 0.05
v 3.53 3.41 0.05
v 3.55 3.41 0.05
v 3.57 3.41 0.05
v 3.59 3.41 0.05
v 3.61 3.41 0.05
v 3.63 3.41 0.05
v 3.65 3.41 0.05
v 3.67 3.41 0.05
v 3.69 3.41 0.05
v 3.71 3.41 0.05
v 3.73 3.41 0.05
v 3.75 3.41 0.05
v 3.77 3.41 0.05
v 3.79 3.41 0.05
v 3.81 3.41 0.05
v 3.83 3.41 0.05
v 3.85 3.41 0.05
v 3.87 3.41 0.05
v 3.89 3.41 0.05
v 3.91 3.41 0.05
v 3.93 3.41 0.05
v 3.95 3.41 0.05
v 3.97 3.41 0.05
v 3.99 3.41 0.05
v 4.01 3.41 0.05
v 4.03 3.41 0.05
v 4.05 3.41 0.05
v 4.07 3.41 0.05
v 4.09 3.41 0.05
v 4.11 3.41 0.05
v 4.13 3.41 0.05
v 4.15 3.41 0.05
v 4.17 3.41 0.05
v 4.19 3.41 0.05
v 4.21 3.41 0.05
v 4.23 3.41 0.05
v 4.25 3.41 0.05
v 4.27 3.41 0.05
v 4.29 3.41 0.05
v 4.31 3.41 0.05
v 4.33 3.41 0.05
v 4.35 3.41 0.05
v 4.37 3.41 0.05
v 4.39 3.41 0.05
v 4.41 3.41 0.05
v 4.43 3.41 0.05
v 4.45 3.41 0.05
v 4.47 3.41 0.05
v 4.49 3.41 0.05
v 2.51 3.43 0.05
v 2.53 3.43 0.05
v 2.55 3.43 0.05
v 2.57 3.43 0.05
v 2.59 3.43 0.05
v 2.61 3.43 0.05
v 2.63 3.43 0.05
v 2.65 3.43 0.05
v 2.67 3.43 0.05
v 2.69 3.43 0.05
v 2.71 3.43 0.05
v 2.73 3.43 0.05
v 2.75 3.43 0.05
v 2.77 3.43 0.05
v 2.79 3.43 0.05
v 2.81 3.43 0.05
v 2.83 3.43 0.05
v 2.85 3.43 0.05
v 2.87 3.43 0.05
v 2.89 3.43 0.05
v 2.91 3.43 0.05
v 2.93 3.43 0.05
v 2.95 3.43 0.05
v 2.97 3.43 0.05
v 2.99 3.43 0.05
v 3.01 3.43 0.05
v 3.03 3.43 0.05
v 3.05 3.43 0.05
v 3.07 3.43 0.05
v 3.09 3.43 0.05
v 3.11 3.43 0.05
v 3.13 3.43 0.05
v 3.15 3.43 0.05
v 3.17 3.43 0.05
v 3.19 3.43 0.05
v 3.21 3.43 0.05
v 3.23 3.43 0.05
v 3.25 3.43 0.05
v 3.27 3.43 0.05
v 3.29 3.43 0.05
v 3.31 3.43 0.05
v 3.33 3.43 0.05
v 3.35 3.43 0.05
v 3.37 3.43 0.05
v 3.39 3.43 0.05
v 3.41 3.43 0.05
v 3.43 3.43 0.05
v 3.45 3.43 0.05
v 3.47 3.43 0.05
v 3.49 3.43 0.05
v 3.51 3.43 0.05
v 3.53 3.43 0.05
v 3.55 3.43 0.05
v 3.57 3.43 0.05
v 3.59 3.43 0.05
v 3.61 3.43 0.05
v 3.63 3.43 0.05
v 3.65 3.43 0.05
v 3.67 3.43 0.05
v 3.69 3.43 0.05
v 3.71 3.43 0.05
v 3.73 3.43 0.05
v 3.75 3.43 0.05
v 3.77 3.43 0.05
v 3.79 3.43 0.05
v 3.81 3.43 0.05
v 3.83 3.43 0.05
v 3.85 3.43 0.05
v 3.87 3.43 0.05
v 3.89 3.43 0.05
v 3.91 3.43 0.05
v 3.93 3.43 0.05
v 3.95 3.43 0.05
v 3.97 3.43 0.05
v 3.99 3.43 0.05
v 4.01 3.43 0.05
v 4.03 3.43 0.05
v 4.05 3.43 0.05
v 4.07 3.43 0.05
v 4.09 3.43 0.05
v 4.11 3.43 0.05
v 4.13 3.43 0.05
v 4.15 3.43 0.05
v 4.17 3.43 0.05
v 4.19 3.43 0.05
v 4.21 3.43 0.05
v 4.23 3.43 0.05
v 4.25 3.43 0.05
v 4.27 3.43 0.05
v 4.29 3.43 0.05
v 4.31 3.43 0.05
v 4.33 3.43 0.05
v 4.35 3.43 0.05
v 4.37 3.43 0.05
v 4.39 3.43 0.05
v 4.41 3.43 0.05
v 4.43 3.43 0.05
v 4.45 3.43 0.05
v 4.47 3.43 0.05
v 4.49 3.43 0.05
v 2.51 3.45 0.05
v 2.53 3.45 0.05
v 2.55 3.45 0.05
v 2.57 3.45 0.05
v 2.59 3.45 0.05
v 2.61 3.45 0.05
v 2.63 3.45 0.05
v 2.65 3.45 0.05
v 2.67 3.45 0.05
v 2.69 3.45 0.05
v 2.71 3.45 0.05
v 2.73 3.45 0.05
v 2.75 3.45 0.05
v 2.77 3.45 0.05
v 2.79 3.45 0.05
v 2.81 3.45 0.05
v 2.83 3.45 0.05
v 2.85 3.45 0.05
v 2.87 3.45 0.05
v 2.89 3.45 0.05
v 2.91 3.45 0.05
v 2.93 3.45 0.05
v 2.95 3.45 0.05
v 2.97 3.45 0.05
v 2.99 3.45 0.05
v 3.01 3.45 0.05
v 3.03 3.45 0.05
v 3.05 3.45 0.05
v 3.07 3.45 0.05
v 3.09 3.45 0.05
v 3.11 3.45 0.05
v 3.13 3.45 0.05
v 3.15 3.45 0.05
v 3.17 3.45 0.05
v 3.19 3.45 0.05
v 3.21 3.45 0.05
v 3.23 3.45 0.05
v 3.25 3.45 0.05
v 3.27 3.45 0.05
v 3.29 3.45 0.05
v 3.31 3.45 0.05
v 3.33 3.45 0.05
v 3.35 3.45 0.05
v 3.37 3.45 0.05
v 3.39 3.45 0.05
v 3.41 3.45 0.05
v 3.43 3.45 0.05
v 3.45 3.45 0.05
v 3.47 3.45 0.05
v 3.49 3.45 0.05
v 3.51 3.45 0.05
v 3.53 3.45 0.05
v 3.55 3.45 0.05
v 3.57 3.45 0.05
v 3.59 3.45 0.05
v 3.61 3.45 0.05
v 3.63 3.45 0.05
v 3.65 3.45 0.05
v 3.67 3.45 0.05
v 3.69 3.45 0.05
v 3.71 3.45 0.05
v 3.73 3.45 0.05
v 3.75 3.45 0.05
v 3.77 3.45 0.05
v 3.79 3.45 0.05
v 3.81 3.45 0.05
v 3.83 3.45 0.05
v 3.85 3.45 0.05
v 3.87 3.45 0.05
v 3.89 3.45 0.05
v 3.91 3.45 0.05
v 3.93 3.45 0.05
v 3.95 3.45 0.05
v 3.97 3.45 0.05
v 3.99 3.45 0.05
v 4.01 3.45 0.05
v 4.03 3.45 0.05
v 4.05 3.45 0.05
v 4.07 3.45 0.05
v 4.09 3.45 0.05
v 4.11 3.45 0.05
v 4.13 3.45 0.05
v 4.15 3.45 0.05
v 4.17 3.45 0.05
v 4.19 3.45 0.05
v 4.21 3.45 0.05
v 4.23 3.45 0.05
v 4.25 3.45 0.05
v 4.27 3.45 0.05
v 4.29 3.45 0.05
v 4.31 3.45 0.05
v 4.33 3.45 0.05
v 4.35 3.45 0.05
v 4.37 3.45 0.05
v 4.39 3.45 0.05
v 4.41 3.45 0.05
v 4.43 3.45 0.05
v 4.45 3.45 0.05
v 4.47 3.45 0.05
v 4.49 3.45 0.05
v 2.51 3.47 0.05
v 2.53 3.47 0.05
v 2.55 3.47 0.05
v 2.57 3.47 0.05
v 2.59 3.47 0.05
v 2.61 3.47 0.05
v 2.63 3.47 0.05
v 2.65 3.47 0.05
v 2.67 3.47 0.05
v 2.69 3.47 0.05
v 2.71 3.47 0.05
v 2.73 3.47 0.05
v 2.75 3.47 0.05
v 2.77 3.47 0.05
v 2.79 3.47 0.05
v 2.81 3.47 0.05
v 2.83 3.47 0.05
v 2.85 3.47 0.05
v 2.87 3.47 0.05
v 2.89 3.47 0.05
v 2.91 3.47 0.05
v 2.93 3.47 0.05
v 2.95 3.47 0.05
v 2.97 3.47 0.05
v 2.99 3.47 0.05
v 3.01 3.47 0.05
v 3.03 3.47 0.05
v 3.05 3.47 0.05
v 3.07 3.47 0.05
v 3.09 3.47 0.05
v 3.11 3.47 0.05
v 3.13 3.47 0.05
v 3.15 3.47 0.05
v 3.17 3.47 0.05
v 3.19 3.47 0.05
v 3.21 3.47 0.05
v 3.23 3.47 0.05
v 3.25 3.47 0.05
v 3.27 3.47 0.05
v 3.29 3.47 0.05
v 3.31 3.47 0.05
v 3.33 3.47 0.05
v 3.35 3.47 0.05
v 3.37 3.47 0.05
v 3.39 3.47 0.05
v 3.41 3.47 0.05
v 3.43 3.47 0.05
v 3.45 3.47 0.05
v 3.47 3.47 0.05
v 3.49 3.47 0.05
v 3.51 3.47 0.05
v 3.53 3.47 0.05
v 3.55 3.47 0.05
v 3.57 3.47 0.05
v 3.59 3.47 0.05
v 3.61 3.47 0.05
v 3.63 3.47 0.05
v 3.65 3.47 0.05
v 3.67 3.47 0.05
v 3.69 3.47 0.05
v 3.71 3.47 0.05
v 3.73 3.47 0.05
v 3.75 3.47 0.05
v 3.77 3.47 0.05
v 3.79 3.47 0.05
v 3.81 3.47 0.05
v 3.83 3.47 0.05
v 3.85 3.47 0.05
v 3.87 3.47 0.05
v 3.89 3.47 0.05
v 3.91 3.47 0.05
v 3.93 3.47 0.05
v 3.95 3.47 0.05
v 3.97 3.47 0.05
v 3.99 3.47 0.05
v 4.01 3.47 0.05
v 4.03 3.47 0.05
v 4.05 3.47 0.05
v 4.07 3.47 0.05
v 4.09 3.47 0.05
v 4.11 3.47 0.05
v 4.13 3.47 0.05
v 4.15 3.47 0.05
v 4.17 3.47 0.05
v 4.19 3.47 0.05
v 4.21 3.47 0.05
v 4.23 3.47 0.05
v 4.25 3.47 0.05
v 4.27 3.47 0.05
v 4.29 3.47 0.05
v 4.31 3.47 0.05
v 4.33 3.47 0.05
v 4.35 3.47 0.05
v 4.37 3.47 0.05
v 4.39 3.47 0.05
v 4.41 3.47 0.05
v 4.43 3.47 0.05
v 4.45 3.47 0.05
v 4.47 3.47 0.05
v 4.49 3.47 0.05
v 2.51 3.49 0.05
v 2.53 3.49 0.05
v 2.55 3.49 0.05
v 2.57 3.49 0.05
v 2.59 3.49 0.05
v 2.61 3.49 0.05
v 2.63 3.49 0.05
v 2.65 3.49 0.05
v 2.67 3.49 0.05
v 2.69 3.49 0.05
v 2.71 3.49 0.05
v 2.73 3.49 0.05
v 2.75 3.49 0.05
v 2.77 3.49 0.05
v 2.79 3.49 0.05
v 2.81 3.49 0.05
v 2.83 3.49 0.05
v 2.85 3.49 0.05
v 2.87 3.49 0.05
v 2.89 3.49 0.05
v 2.91 3.49 0.05
v 2.93 3.49 0.05
v 2.95 3.49 0.05
v 2.97 3.49 0.05
v 2.99 3.49 0.05
v 3.01 3.49 0.05
v 3.03 3.49 0.05
v 3.05 3.49 0.05
v 3.07 3.49 0.05
v 3.09 3.49 0.05
v 3.11 3.49 0.05
v 3.13 3.49 0.05
v 3.15 3.49 0.05
v 3.17 3.49 0.05
v 3.19 3.49 0.05
v 3.21 3.49 0.05
v 3.23 3.49 0.05
v 3.25 3.49 0.05
v 3.27 3.49 0.05
v 3.29 3.49 0.05
v 3.31 3.49 0.05
v 3.33 3.49 0.05
v 3.35 3.49 0.05
v 3.37 3.49 0.05
v 3.39 3.49 0.05
v 3.41 3.49 0.05
v 3.43 3.49 0.05
v 3.45 3.49 0.05
v 3.47 3.49 0.05
v 3.49 3.49 0.05
v 3.51 3.49 0.05
v 3.53 3.49 0.05
v 3.55 3.49 0.05
v 3.57 3.49 0.05
v 3.59 3.49 0.05
v 3.61 3.49 0.05
v 3.63 3.49 0.05
v 3.65 3.49 0.05
v 3.67 3.49 0.05
v 3.69 3.49 0.05
v 3.71 3.49 0.05
v 3.73 3.49 0.05
v 3.75 3.49 0.05
v 3.77 3.49 0.05
v 3.79 3.49 0.05
v 3.81 3.49 0.05
v 3.83 3.49 0.05
v 3.85 3.49 0.05
v 3.87 3.49 0.05
v 3.89 3.49 0.05
v 3.91 3.49 0.05
v 3.93 3.49 0.05
v 3.95 3.49 0.05
v 3.97 3.49 0.05
v 3.99 3.49 0.05
v 4.01 3.49 0.05
v 4.03 3.49 0.05
v 4.05 3.49 0.05
v 4.07 3.49 0.05
v 4.09 3.49 0.05
v 4.11 3.49 0.05
v 4.13 3.49 0.05
v 4.15 3.49 0.05
v 4.17 3.49 0.05
v 4.19 3.49 0.05
v 4.21 3.49 0.05
v 4.23 3.49 0.05
v 4.25 3.49 0.05
v 4.27 3.49 0.05
v 4.29 3.49 0.05
v 4.31 3.49 0.05
v 4.33 3.49 0.05
v 4.35 3.49 0.05
v 4.37 3.49 0.05
v 4.39 3.49 0.05
v 4.41 3.49 0.05
v 4.43 3.49 0.05
v 4.45 3.49 0.05
v 4.47 3.49 0.05
v 4.49 3.49 0.05
v 2.51 3.51 0.05
v 2.53 3.51 0.05
v 2.55 3.51 0.05
v 2.57 3.51 0.05
v 2.59 3.51 0.05
v 2.61 3.51 0.05
v 2.63 3.51 0.05
v 2.65 3.51 0.05
v 2.67 3.51 0.05
v 2.69 3.51 0.05
v 2.71 3.51 0.05
v 2.73 3.51 0.05
v 2.75 3.51 0.05
v 2.77 3.51 0.05
v 2.79 3.51 0.05
v 2.81 3.51 0.05
v 2.83 3.51 0.05
v 2.85 3.51 0.05
v 2.87 3.51 0.05
v 2.89 3.51 0.05
v 2.91 3.51 0.05
v 2.93 3.51 0.05
v 2.95 3.51 0.05
v 2.97 3.51 0.05
v 2.99 3.51 0.05
v 3.01 3.51 0.05
v 3.03 3.51 0.05
v 3.05 3.51 0.05
v 3.07 3.51 0.05
v 3.09 3.51 0.05
v 3.11 3.51 0.05
v 3.13 3.51 0.05
v 3.15 3.51 0.05
v 3.17 3.51 0.05
v 3.19 3.51 0.05
v 3.21 3.51 0.05
v 3.23 3.51 0.05
v 3.25 3.51 0.05
v 3.27 3.51 0.05
v 3.29 3.51 0.05
v 3.31 3.51 0.05
v 3.33 3.51 0.05
v 3.35 3.51 0.05
v 3.37 3.51 0.05
v 3.39 3.51 0.05
v 3.41 3.51 0.05
v 3.43 3.51 0.05
v 3.45 3.51 0.05
v 3.47 3.51 0.05
v 3.49 3.51 0.05
v 3.51 3.51 0.05
v 3.53 3.51 0.05
v 3.55 3.51 0.05
v 3.57 3.51 0.05
v 3.59 3.51 0.05
v 3.61 3.51 0.05
v 3.63 3.51 0.05
v 3.65 3.51 0.05
v 3.67 3.51 0.05
v 3.69 3.51 0.05
v 3.71 3.51 0.05
v 3.73 3.51 0.05
v 3.75 3.51 0.05
v 3.77 3.51 0.05
v 3.79 3.51 0.05
v 3.81 3.51 0.05
v 3.83 3.51 0.05
v 3.85 3.51 0.05
v 3.87 3.51 0.05
v 3.89 3.51 0.05
v 3.91 3.51 0.05
v 3.93 3.51 0.05
v 3.95 3.51 0.05
v 3.97 3.51 0.05
v 3.99 3.51 0.05
v 4.01 3.51 0.05
v 4.03 3.51 0.05
