v ccx ccy ccz
v 1.83 1.63 0.05
v 1.85 1.63 0.05
v 1.87 1.63 0.05
v 1.89 1.63 0.05
v 1.91 1.63 0.05
v 1.93 1.63 0.05
v 1.95 1.63 0.05
v 1.97 1.63 0.05
v 1.99 1.63 0.05
v 0.01 1.65 0.05
v 0.03 1.65 0.05
v 0.05 1.65 0.05
v 0.07 1.65 0.05
v 0.09 1.65 0.05
v 0.11 1.65 0.05
v 0.13 1.65 0.05
v 0.15 1.65 0.05
v 0.17 1.65 0.05
v 0.19 1.65 0.05
v 0.21 1.65 0.05
v 0.23 1.65 0.05
v 0.25 1.65 0.05
v 0.27 1.65 0.05
v 0.29 1.65 0.05
v 0.31 1.65 0.05
v 0.33 1.65 0.05
v 0.35 1.65 0.05
v 0.37 1.65 0.05
v 0.39 1.65 0.05
v 0.41 1.65 0.05
v 0.43 1.65 0.05
v 0.45 1.65 0.05
v 0.47 1.65 0.05
v 0.49 1.65 0.05
v 0.51 1.65 0.05
v 0.53 1.65 0.05
v 0.55 1.65 0.05
v 0.57 1.65 0.05
v 0.59 1.65 0.05
v 0.61 1.65 0.05
v 0.63 1.65 0.05
v 0.65 1.65 0.05
v 0.67 1.65 0.05
v 0.69 1.65 0.05
v 0.71 1.65 0.05
v 0.73 1.65 0.05
v 0.75 1.65 0.05
v 0.77 1.65 0.05
v 0.79 1.65 0.05
v 0.81 1.65 0.05
v 0.83 1.65 0.05
v 0.85 1.65 0.05
v 0.87 1.65 0.05
v 0.89 1.65 0.05
v 0.91 1.65 0.05
v 0.93 1.65 0.05
v 0.95 1.65 0.05
v 0.97 1.65 0.05
v 0.99 1.65 0.05
v 1.01 1.65 0.05
v 1.03 1.65 0.05
v 1.05 1.65 0.05
v 1.07 1.65 0.05
v 1.09 1.65 0.05
v 1.11 1.65 0.05
v 1.13 1.65 0.05
v 1.15 1.65 0.05
v 1.17 1.65 0.05
v 1.19 1.65 0.05
v 1.21 1.65 0.05
v 1.23 1.65 0.05
v 1.25 1.65 0.05
v 1.27 1.65 0.05
v 1.29 1.65 0.05
v 1.31 1.65 0.05
v 1.33 1.65 0.05
v 1.35 1.65 0.05
v 1.37 1.65 0.05
v 1.39 1.65 0.05
v 1.41 1.65 0.05
v 1.43 1.65 0.05
v 1.45 1.65 0.05
v 1.47 1.65 0.05
v 1.49 1.65 0.05
v 1.51 1.65 0.05
v 1.53 1.65 0.05
v 1.55 1.65 0.05
v 1.57 1.65 0.05
v 1.59 1.65 0.05
v 1.61 1.65 0.05
v 1.63 1.65 0.05
v 1.65 1.65 0.05
v 1.67 1.65 0.05
v 1.69 1.65 0.05
v 1.71 1.65 0.05
v 1.73 1.65 0.05
v 1.75 1.65 0.05
v 1.77 1.65 0.05
v 1.79 1.65 0.05
v 1.81 1.65 0.05
v 1.83 1.65 0.05
v 1.85 1.65 0.05
v 1.87 1.65 0.05
v 1.89 1.65 0.05
v 1.91 1.65 0.05
v 1.93 1.65 0.05
v 1.95 1.65 0.05
v 1.97 1.65 0.05
v 1.99 1.65 0.05
v 0.01 1.67 0.05
v 0.03 1.67 0.05
v 0.05 1.67 0.05
v 0.07 1.67 0.05
v 0.09 1.67 0.05
v 0.11 1.67 0.05
v 0.13 1.67 0.05
v 0.15 1.67 0.05
v 0.17 1.67 0.05
v 0.19 1.67 0.05
v 0.21 1.67 0.05
v 0.23 1.67 0.05
v 0.25 1.67 0.05
v 0.27 1.67 0.05
v 0.29 1.67 0.05
v 0.31 1.67 0.05
v 0.33 1.67 0.05
v 0.35 1.67 0.05
v 0.37 1.67 0.05
v 0.39 1.67 0.05
v 0.41 1.67 0.05
v 0.43 1.67 0.05
v 0.45 1.67 0.05
v 0.47 1.67 0.05
v 0.49 1.67 0.05
v 0.51 1.67 0.05
v 0.53 1.67 0.05
v 0.55 1.67 0.05
v 0.57 1.67 0.05
v 0.59 1.67 0.05
v 0.61 1.67 0.05
v 0.63 1.67 0.05
v 0.65 1.67 0.05
v 0.67 1.67 0.05
v 0.69 1.67 0.05
v 0.71 1.67 0.05
v 0.73 1.67 0.05
v 0.75 1.67 0.05
v 0.77 1.67 0.05
v 0.79 1.67 0.05
v 0.81 1.67 0.05
v 0.83 1.67 0.05
v 0.85 1.67 0.05
v 0.87 1.67 0.05
v 0.89 1.67 0.05
v 0.91 1.67 0.05
v 0.93 1.67 0.05
v 0.95 1.67 0.05
v 0.97 1.67 0.05
v 0.99 1.67 0.05
v 1.01 1.67 0.05
v 1.03 1.67 0.05
v 1.05 1.67 0.05
v 1.07 1.67 0.05
v 1.09 1.67 0.05
v 1.11 1.67 0.05
v 1.13 1.67 0.05
v 1.15 1.67 0.05
v 1.17 1.67 0.05
v 1.19 1.67 0.05
v 1.21 1.67 0.05
v 1.23 1.67 0.05
v 1.25 1.67 0.05
v 1.27 1.67 0.05
v 1.29 1.67 0.05
v 1.31 1.67 0.05
v 1.33 1.67 0.05
v 1.35 1.67 0.05
v 1.37 1.67 0.05
v 1.39 1.67 0.05
v 1.41 1.67 0.05
v 1.43 1.67 0.05
v 1.45 1.67 0.05
v 1.47 1.67 0.05
v 1.49 1.67 0.05
v 1.51 1.67 0.05
v 1.53 1.67 0.05
v 1.55 1.67 0.05
v 1.57 1.67 0.05
v 1.59 1.67 0.05
v 1.61 1.67 0.05
v 1.63 1.67 0.05
v 1.65 1.67 0.05
v 1.67 1.67 0.05
v 1.69 1.67 0.05
v 1.71 1.67 0.05
v 1.73 1.67 0.05
v 1.75 1.67 0.05
v 1.77 1.67 0.05
v 1.79 1.67 0.05
v 1.81 1.67 0.05
v 1.83 1.67 0.05
v 1.85 1.67 0.05
v 1.87 1.67 0.05
v 1.89 1.67 0.05
v 1.91 1.67 0.05
v 1.93 1.67 0.05
v 1.95 1.67 0.05
v 1.97 1.67 0.05
v 1.99 1.67 0.05
v 0.01 1.69 0.05
v 0.03 1.69 0.05
v 0.05 1.69 0.05
v 0.07 1.69 0.05
v 0.09 1.69 0.05
v 0.11 1.69 0.05
v 0.13 1.69 0.05
v 0.15 1.69 0.05
v 0.17 1.69 0.05
v 0.19 1.69 0.05
v 0.21 1.69 0.05
v 0.23 1.69 0.05
v 0.25 1.69 0.05
v 0.27 1.69 0.05
v 0.29 1.69 0.05
v 0.31 1.69 0.05
v 0.33 1.69 0.05
v 0.35 1.69 0.05
v 0.37 1.69 0.05
v 0.39 1.69 0.05
v 0.41 1.69 0.05
v 0.43 1.69 0.05
v 0.45 1.69 0.05
v 0.47 1.69 0.05
v 0.49 1.69 0.05
v 0.51 1.69 0.05
v 0.53 1.69 0.05
v 0.55 1.69 0.05
v 0.57 1.69 0.05
v 0.59 1.69 0.05
v 0.61 1.69 0.05
v 0.63 1.69 0.05
v 0.65 1.69 0.05
v 0.67 1.69 0.05
v 0.69 1.69 0.05
v 0.71 1.69 0.05
v 0.73 1.69 0.05
v 0.75 1.69 0.05
v 0.77 1.69 0.05
v 0.79 1.69 0.05
v 0.81 1.69 0.05
v 0.83 1.69 0.05
v 0.85 1.69 0.05
v 0.87 1.69 0.05
v 0.89 1.69 0.05
v 0.91 1.69 0.05
v 0.93 1.69 0.05
v 0.95 1.69 0.05
v 0.97 1.69 0.05
v 0.99 1.69 0.05
v 1.01 1.69 0.05
v 1.03 1.69 0.05
v 1.05 1.69 0.05
v 1.07 1.69 0.05
v 1.09 1.69 0.05
v 1.11 1.69 0.05
v 1.13 1.69 0.05
v 1.15 1.69 0.05
v 1.17 1.69 0.05
v 1.19 1.69 0.05
v 1.21 1.69 0.05
v 1.23 1.69 0.05
v 1.25 1.69 0.05
v 1.27 1.69 0.05
v 1.29 1.69 0.05
v 1.31 1.69 0.05
v 1.33 1.69 0.05
v 1.35 1.69 0.05
v 1.37 1.69 0.05
v 1.39 1.69 0.05
v 1.41 1.69 0.05
v 1.43 1.69 0.05
v 1.45 1.69 0.05
v 1.47 1.69 0.05
v 1.49 1.69 0.05
v 1.51 1.69 0.05
v 1.53 1.69 0.05
v 1.55 1.69 0.05
v 1.57 1.69 0.05
v 1.59 1.69 0.05
v 1.61 1.69 0.05
v 1.63 1.69 0.05
v 1.65 1.69 0.05
v 1.67 1.69 0.05
v 1.69 1.69 0.05
v 1.71 1.69 0.05
v 1.73 1.69 0.05
v 1.75 1.69 0.05
v 1.77 1.69 0.05
v 1.79 1.69 0.05
v 1.81 1.69 0.05
v 1.83 1.69 0.05
v 1.85 1.69 0.05
v 1.87 1.69 0.05
v 1.89 1.69 0.05
v 1.91 1.69 0.05
v 1.93 1.69 0.05
v 1.95 1.69 0.05
v 1.97 1.69 0.05
v 1.99 1.69 0.05
v 0.01 1.71 0.05
v 0.03 1.71 0.05
v 0.05 1.71 0.05
v 0.07 1.71 0.05
v 0.09 1.71 0.05
v 0.11 1.71 0.05
v 0.13 1.71 0.05
v 0.15 1.71 0.05
v 0.17 1.71 0.05
v 0.19 1.71 0.05
v 0.21 1.71 0.05
v 0.23 1.71 0.05
v 0.25 1.71 0.05
v 0.27 1.71 0.05
v 0.29 1.71 0.05
v 0.31 1.71 0.05
v 0.33 1.71 0.05
v 0.35 1.71 0.05
v 0.37 1.71 0.05
v 0.39 1.71 0.05
v 0.41 1.71 0.05
v 0.43 1.71 0.05
v 0.45 1.71 0.05
v 0.47 1.71 0.05
v 0.49 1.71 0.05
v 0.51 1.71 0.05
v 0.53 1.71 0.05
v 0.55 1.71 0.05
v 0.57 1.71 0.05
v 0.59 1.71 0.05
v 0.61 1.71 0.05
v 0.63 1.71 0.05
v 0.65 1.71 0.05
v 0.67 1.71 0.05
v 0.69 1.71 0.05
v 0.71 1.71 0.05
v 0.73 1.71 0.05
v 0.75 1.71 0.05
v 0.77 1.71 0.05
v 0.79 1.71 0.05
v 0.81 1.71 0.05
v 0.83 1.71 0.05
v 0.85 1.71 0.05
v 0.87 1.71 0.05
v 0.89 1.71 0.05
v 0.91 1.71 0.05
v 0.93 1.71 0.05
v 0.95 1.71 0.05
v 0.97 1.71 0.05
v 0.99 1.71 0.05
v 1.01 1.71 0.05
v 1.03 1.71 0.05
v 1.05 1.71 0.05
v 1.07 1.71 0.05
v 1.09 1.71 0.05
v 1.11 1.71 0.05
v 1.13 1.71 0.05
v 1.15 1.71 0.05
v 1.17 1.71 0.05
v 1.19 1.71 0.05
v 1.21 1.71 0.05
v 1.23 1.71 0.05
v 1.25 1.71 0.05
v 1.27 1.71 0.05
v 1.29 1.71 0.05
v 1.31 1.71 0.05
v 1.33 1.71 0.05
v 1.35 1.71 0.05
v 1.37 1.71 0.05
v 1.39 1.71 0.05
v 1.41 1.71 0.05
v 1.43 1.71 0.05
v 1.45 1.71 0.05
v 1.47 1.71 0.05
v 1.49 1.71 0.05
v 1.51 1.71 0.05
v 1.53 1.71 0.05
v 1.55 1.71 0.05
v 1.57 1.71 0.05
v 1.59 1.71 0.05
v 1.61 1.71 0.05
v 1.63 1.71 0.05
v 1.65 1.71 0.05
v 1.67 1.71 0.05
v 1.69 1.71 0.05
v 1.71 1.71 0.05
v 1.73 1.71 0.05
v 1.75 1.71 0.05
v 1.77 1.71 0.05
v 1.79 1.71 0.05
v 1.81 1.71 0.05
v 1.83 1.71 0.05
v 1.85 1.71 0.05
v 1.87 1.71 0.05
v 1.89 1.71 0.05
v 1.91 1.71 0.05
v 1.93 1.71 0.05
v 1.95 1.71 0.05
v 1.97 1.71 0.05
v 1.99 1.71 0.05
v 0.01 1.73 0.05
v 0.03 1.73 0.05
v 0.05 1.73 0.05
v 0.07 1.73 0.05
v 0.09 1.73 0.05
v 0.11 1.73 0.05
v 0.13 1.73 0.05
v 0.15 1.73 0.05
v 0.17 1.73 0.05
v 0.19 1.73 0.05
v 0.21 1.73 0.05
v 0.23 1.73 0.05
v 0.25 1.73 0.05
v 0.27 1.73 0.05
v 0.29 1.73 0.05
v 0.31 1.73 0.05
v 0.33 1.73 0.05
v 0.35 1.73 0.05
v 0.37 1.73 0.05
v 0.39 1.73 0.05
v 0.41 1.73 0.05
v 0.43 1.73 0.05
v 0.45 1.73 0.05
v 0.47 1.73 0.05
v 0.49 1.73 0.05
v 0.51 1.73 0.05
v 0.53 1.73 0.05
v 0.55 1.73 0.05
v 0.57 1.73 0.05
v 0.59 1.73 0.05
v 0.61 1.73 0.05
v 0.63 1.73 0.05
v 0.65 1.73 0.05
v 0.67 1.73 0.05
v 0.69 1.73 0.05
v 0.71 1.73 0.05
v 0.73 1.73 0.05
v 0.75 1.73 0.05
v 0.77 1.73 0.05
v 0.79 1.73 0.05
v 0.81 1.73 0.05
v 0.83 1.73 0.05
v 0.85 1.73 0.05
v 0.87 1.73 0.05
v 0.89 1.73 0.05
v 0.91 1.73 0.05
v 0.93 1.73 0.05
v 0.95 1.73 0.05
v 0.97 1.73 0.05
v 0.99 1.73 0.05
v 1.01 1.73 0.05
v 1.03 1.73 0.05
v 1.05 1.73 0.05
v 1.07 1.73 0.05
v 1.09 1.73 0.05
v 1.11 1.73 0.05
v 1.13 1.73 0.05
v 1.15 1.73 0.05
v 1.17 1.73 0.05
v 1.19 1.73 0.05
v 1.21 1.73 0.05
v 1.23 1.73 0.05
v 1.25 1.73 0.05
v 1.27 1.73 0.05
v 1.29 1.73 0.05
v 1.31 1.73 0.05
v 1.33 1.73 0.05
v 1.35 1.73 0.05
v 1.37 1.73 0.05
v 1.39 1.73 0.05
v 1.41 1.73 0.05
v 1.43 1.73 0.05
v 1.45 1.73 0.05
v 1.47 1.73 0.05
v 1.49 1.73 0.05
v 1.51 1.73 0.05
v 1.53 1.73 0.05
v 1.55 1.73 0.05
v 1.57 1.73 0.05
v 1.59 1.73 0.05
v 1.61 1.73 0.05
v 1.63 1.73 0.05
v 1.65 1.73 0.05
v 1.67 1.73 0.05
v 1.69 1.73 0.05
v 1.71 1.73 0.05
v 1.73 1.73 0.05
v 1.75 1.73 0.05
v 1.77 1.73 0.05
v 1.79 1.73 0.05
v 1.81 1.73 0.05
v 1.83 1.73 0.05
v 1.85 1.73 0.05
v 1.87 1.73 0.05
v 1.89 1.73 0.05
v 1.91 1.73 0.05
v 1.93 1.73 0.05
v 1.95 1.73 0.05
v 1.97 1.73 0.05
v 1.99 1.73 0.05
v 0.01 1.75 0.05
v 0.03 1.75 0.05
v 0.05 1.75 0.05
v 0.07 1.75 0.05
v 0.09 1.75 0.05
v 0.11 1.75 0.05
v 0.13 1.75 0.05
v 0.15 1.75 0.05
v 0.17 1.75 0.05
v 0.19 1.75 0.05
v 0.21 1.75 0.05
v 0.23 1.75 0.05
v 0.25 1.75 0.05
v 0.27 1.75 0.05
v 0.29 1.75 0.05
v 0.31 1.75 0.05
v 0.33 1.75 0.05
v 0.35 1.75 0.05
v 0.37 1.75 0.05
v 0.39 1.75 0.05
v 0.41 1.75 0.05
v 0.43 1.75 0.05
v 0.45 1.75 0.05
v 0.47 1.75 0.05
v 0.49 1.75 0.05
v 0.51 1.75 0.05
v 0.53 1.75 0.05
v 0.55 1.75 0.05
v 0.57 1.75 0.05
v 0.59 1.75 0.05
v 0.61 1.75 0.05
v 0.63 1.75 0.05
v 0.65 1.75 0.05
v 0.67 1.75 0.05
v 0.69 1.75 0.05
v 0.71 1.75 0.05
v 0.73 1.75 0.05
v 0.75 1.75 0.05
v 0.77 1.75 0.05
v 0.79 1.75 0.05
v 0.81 1.75 0.05
v 0.83 1.75 0.05
v 0.85 1.75 0.05
v 0.87 1.75 0.05
v 0.89 1.75 0.05
v 0.91 1.75 0.05
v 0.93 1.75 0.05
v 0.95 1.75 0.05
v 0.97 1.75 0.05
v 0.99 1.75 0.05
v 1.01 1.75 0.05
v 1.03 1.75 0.05
v 1.05 1.75 0.05
v 1.07 1.75 0.05
v 1.09 1.75 0.05
v 1.11 1.75 0.05
v 1.13 1.75 0.05
v 1.15 1.75 0.05
v 1.17 1.75 0.05
v 1.19 1.75 0.05
v 1.21 1.75 0.05
v 1.23 1.75 0.05
v 1.25 1.75 0.05
v 1.27 1.75 0.05
v 1.29 1.75 0.05
v 1.31 1.75 0.05
v 1.33 1.75 0.05
v 1.35 1.75 0.05
v 1.37 1.75 0.05
v 1.39 1.75 0.05
v 1.41 1.75 0.05
v 1.43 1.75 0.05
v 1.45 1.75 0.05
v 1.47 1.75 0.05
v 1.49 1.75 0.05
v 1.51 1.75 0.05
v 1.53 1.75 0.05
v 1.55 1.75 0.05
v 1.57 1.75 0.05
v 1.59 1.75 0.05
v 1.61 1.75 0.05
v 1.63 1.75 0.05
v 1.65 1.75 0.05
v 1.67 1.75 0.05
v 1.69 1.75 0.05
v 1.71 1.75 0.05
v 1.73 1.75 0.05
v 1.75 1.75 0.05
v 1.77 1.75 0.05
v 1.79 1.75 0.05
v 1.81 1.75 0.05
v 1.83 1.75 0.05
v 1.85 1.75 0.05
v 1.87 1.75 0.05
v 1.89 1.75 0.05
v 1.91 1.75 0.05
v 1.93 1.75 0.05
v 1.95 1.75 0.05
v 1.97 1.75 0.05
v 1.99 1.75 0.05
v 0.01 1.77 0.05
v 0.03 1.77 0.05
v 0.05 1.77 0.05
v 0.07 1.77 0.05
v 0.09 1.77 0.05
v 0.11 1.77 0.05
v 0.13 1.77 0.05
v 0.15 1.77 0.05
v 0.17 1.77 0.05
v 0.19 1.77 0.05
v 0.21 1.77 0.05
v 0.23 1.77 0.05
v 0.25 1.77 0.05
v 0.27 1.77 0.05
v 0.29 1.77 0.05
v 0.31 1.77 0.05
v 0.33 1.77 0.05
v 0.35 1.77 0.05
v 0.37 1.77 0.05
v 0.39 1.77 0.05
v 0.41 1.77 0.05
v 0.43 1.77 0.05
v 0.45 1.77 0.05
v 0.47 1.77 0.05
v 0.49 1.77 0.05
v 0.51 1.77 0.05
v 0.53 1.77 0.05
v 0.55 1.77 0.05
v 0.57 1.77 0.05
v 0.59 1.77 0.05
v 0.61 1.77 0.05
v 0.63 1.77 0.05
v 0.65 1.77 0.05
v 0.67 1.77 0.05
v 0.69 1.77 0.05
v 0.71 1.77 0.05
v 0.73 1.77 0.05
v 0.75 1.77 0.05
v 0.77 1.77 0.05
v 0.79 1.77 0.05
v 0.81 1.77 0.05
v 0.83 1.77 0.05
v 0.85 1.77 0.05
v 0.87 1.77 0.05
v 0.89 1.77 0.05
v 0.91 1.77 0.05
v 0.93 1.77 0.05
v 0.95 1.77 0.05
v 0.97 1.77 0.05
v 0.99 1.77 0.05
v 1.01 1.77 0.05
v 1.03 1.77 0.05
v 1.05 1.77 0.05
v 1.07 1.77 0.05
v 1.09 1.77 0.05
v 1.11 1.77 0.05
v 1.13 1.77 0.05
v 1.15 1.77 0.05
v 1.17 1.77 0.05
v 1.19 1.77 0.05
v 1.21 1.77 0.05
v 1.23 1.77 0.05
v 1.25 1.77 0.05
v 1.27 1.77 0.05
v 1.29 1.77 0.05
v 1.31 1.77 0.05
v 1.33 1.77 0.05
v 1.35 1.77 0.05
v 1.37 1.77 0.05
v 1.39 1.77 0.05
v 1.41 1.77 0.05
v 1.43 1.77 0.05
v 1.45 1.77 0.05
v 1.47 1.77 0.05
v 1.49 1.77 0.05
v 1.51 1.77 0.05
v 1.53 1.77 0.05
v 1.55 1.77 0.05
v 1.57 1.77 0.05
v 1.59 1.77 0.05
v 1.61 1.77 0.05
v 1.63 1.77 0.05
v 1.65 1.77 0.05
v 1.67 1.77 0.05
v 1.69 1.77 0.05
v 1.71 1.77 0.05
v 1.73 1.77 0.05
v 1.75 1.77 0.05
v 1.77 1.77 0.05
v 1.79 1.77 0.05
v 1.81 1.77 0.05
v 1.83 1.77 0.05
v 1.85 1.77 0.05
v 1.87 1.77 0.05
v 1.89 1.77 0.05
v 1.91 1.77 0.05
v 1.93 1.77 0.05
v 1.95 1.77 0.05
v 1.97 1.77 0.05
v 1.99 1.77 0.05
v 0.01 1.79 0.05
v 0.03 1.79 0.05
v 0.05 1.79 0.05
v 0.07 1.79 0.05
v 0.09 1.79 0.05
v 0.11 1.79 0.05
v 0.13 1.79 0.05
v 0.15 1.79 0.05
v 0.17 1.79 0.05
v 0.19 1.79 0.05
v 0.21 1.79 0.05
v 0.23 1.79 0.05
v 0.25 1.79 0.05
v 0.27 1.79 0.05
v 0.29 1.79 0.05
v 0.31 1.79 0.05
v 0.33 1.79 0.05
v 0.35 1.79 0.05
v 0.37 1.79 0.05
v 0.39 1.79 0.05
v 0.41 1.79 0.05
v 0.43 1.79 0.05
v 0.45 1.79 0.05
v 0.47 1.79 0.05
v 0.49 1.79 0.05
v 0.51 1.79 0.05
v 0.53 1.79 0.05
v 0.55 1.79 0.05
v 0.57 1.79 0.05
v 0.59 1.79 0.05
v 0.61 1.79 0.05
v 0.63 1.79 0.05
v 0.65 1.79 0.05
v 0.67 1.79 0.05
v 0.69 1.79 0.05
v 0.71 1.79 0.05
v 0.73 1.79 0.05
v 0.75 1.79 0.05
v 0.77 1.79 0.05
v 0.79 1.79 0.05
v 0.81 1.79 0.05
v 0.83 1.79 0.05
v 0.85 1.79 0.05
v 0.87 1.79 0.05
v 0.89 1.79 0.05
v 0.91 1.79 0.05
v 0.93 1.79 0.05
v 0.95 1.79 0.05
v 0.97 1.79 0.05
v 0.99 1.79 0.05
v 1.01 1.79 0.05
v 1.03 1.79 0.05
v 1.05 1.79 0.05
v 1.07 1.79 0.05
v 1.09 1.79 0.05
v 1.11 1.79 0.05
v 1.13 1.79 0.05
v 1.15 1.79 0.05
v 1.17 1.79 0.05
v 1.19 1.79 0.05
v 1.21 1.79 0.05
v 1.23 1.79 0.05
v 1.25 1.79 0.05
v 1.27 1.79 0.05
v 1.29 1.79 0.05
v 1.31 1.79 0.05
v 1.33 1.79 0.05
v 1.35 1.79 0.05
v 1.37 1.79 0.05
v 1.39 1.79 0.05
v 1.41 1.79 0.05
v 1.43 1.79 0.05
v 1.45 1.79 0.05
v 1.47 1.79 0.05
v 1.49 1.79 0.05
v 1.51 1.79 0.05
v 1.53 1.79 0.05
v 1.55 1.79 0.05
v 1.57 1.79 0.05
v 1.59 1.79 0.05
v 1.61 1.79 0.05
v 1.63 1.79 0.05
v 1.65 1.79 0.05
v 1.67 1.79 0.05
v 1.69 1.79 0.05
v 1.71 1.79 0.05
v 1.73 1.79 0.05
v 1.75 1.79 0.05
v 1.77 1.79 0.05
v 1.79 1.79 0.05
v 1.81 1.79 0.05
v 1.83 1.79 0.05
v 1.85 1.79 0.05
v 1.87 1.79 0.05
v 1.89 1.79 0.05
v 1.91 1.79 0.05
v 1.93 1.79 0.05
v 1.95 1.79 0.05
v 1.97 1.79 0.05
v 1.99 1.79 0.05
v 0.01 1.81 0.05
v 0.03 1.81 0.05
v 0.05 1.81 0.05
v 0.07 1.81 0.05
v 0.09 1.81 0.05
v 0.11 1.81 0.05
v 0.13 1.81 0.05
v 0.15 1.81 0.05
v 0.17 1.81 0.05
v 0.19 1.81 0.05
v 0.21 1.81 0.05
v 0.23 1.81 0.05
v 0.25 1.81 0.05
v 0.27 1.81 0.05
v 0.29 1.81 0.05
v 0.31 1.81 0.05
v 0.33 1.81 0.05
v 0.35 1.81 0.05
v 0.37 1.81 0.05
v 0.39 1.81 0.05
v 0.41 1.81 0.05
v 0.43 1.81 0.05
v 0.45 1.81 0.05
v 0.47 1.81 0.05
v 0.49 1.81 0.05
v 0.51 1.81 0.05
v 0.53 1.81 0.05
v 0.55 1.81 0.05
v 0.57 1.81 0.05
v 0.59 1.81 0.05
v 0.61 1.81 0.05
v 0.63 1.81 0.05
v 0.65 1.81 0.05
v 0.67 1.81 0.05
v 0.69 1.81 0.05
v 0.71 1.81 0.05
v 0.73 1.81 0.05
v 0.75 1.81 0.05
v 0.77 1.81 0.05
v 0.79 1.81 0.05
v 0.81 1.81 0.05
v 0.83 1.81 0.05
v 0.85 1.81 0.05
v 0.87 1.81 0.05
v 0.89 1.81 0.05
v 0.91 1.81 0.05
v 0.93 1.81 0.05
v 0.95 1.81 0.05
v 0.97 1.81 0.05
v 0.99 1.81 0.05
v 1.01 1.81 0.05
v 1.03 1.81 0.05
v 1.05 1.81 0.05
v 1.07 1.81 0.05
v 1.09 1.81 0.05
v 1.11 1.81 0.05
v 1.13 1.81 0.05
v 1.15 1.81 0.05
v 1.17 1.81 0.05
v 1.19 1.81 0.05
v 1.21 1.81 0.05
v 1.23 1.81 0.05
v 1.25 1.81 0.05
v 1.27 1.81 0.05
v 1.29 1.81 0.05
v 1.31 1.81 0.05
v 1.33 1.81 0.05
v 1.35 1.81 0.05
v 1.37 1.81 0.05
v 1.39 1.81 0.05
v 1.41 1.81 0.05
v 1.43 1.81 0.05
v 1.45 1.81 0.05
v 1.47 1.81 0.05
v 1.49 1.81 0.05
v 1.51 1.81 0.05
v 1.53 1.81 0.05
v 1.55 1.81 0.05
v 1.57 1.81 0.05
v 1.59 1.81 0.05
v 1.61 1.81 0.05
v 1.63 1.81 0.05
v 1.65 1.81 0.05
v 1.67 1.81 0.05
v 1.69 1.81 0.05
v 1.71 1.81 0.05
v 1.73 1.81 0.05
v 1.75 1.81 0.05
v 1.77 1.81 0.05
v 1.79 1.81 0.05
v 1.81 1.81 0.05
v 1.83 1.81 0.05
v 1.85 1.81 0.05
v 1.87 1.81 0.05
v 1.89 1.81 0.05
v 1.91 1.81 0.05
v 1.93 1.81 0.05
v 1.95 1.81 0.05
v 1.97 1.81 0.05
v 1.99 1.81 0.05
v 0.01 1.83 0.05
v 0.03 1.83 0.05
v 0.05 1.83 0.05
v 0.07 1.83 0.05
v 0.09 1.83 0.05
v 0.11 1.83 0.05
v 0.13 1.83 0.05
v 0.15 1.83 0.05
v 0.17 1.83 0.05
v 0.19 1.83 0.05
v 0.21 1.83 0.05
v 0.23 1.83 0.05
v 0.25 1.83 0.05
v 0.27 1.83 0.05
v 0.29 1.83 0.05
v 0.31 1.83 0.05
v 0.33 1.83 0.05
v 0.35 1.83 0.05
v 0.37 1.83 0.05
v 0.39 1.83 0.05
v 0.41 1.83 0.05
v 0.43 1.83 0.05
v 0.45 1.83 0.05
v 0.47 1.83 0.05
v 0.49 1.83 0.05
v 0.51 1.83 0.05
v 0.53 1.83 0.05
v 0.55 1.83 0.05
v 0.57 1.83 0.05
v 0.59 1.83 0.05
v 0.61 1.83 0.05
v 0.63 1.83 0.05
v 0.65 1.83 0.05
v 0.67 1.83 0.05
v 0.69 1.83 0.05
v 0.71 1.83 0.05
v 0.73 1.83 0.05
v 0.75 1.83 0.05
v 0.77 1.83 0.05
v 0.79 1.83 0.05
v 0.81 1.83 0.05
v 0.83 1.83 0.05
v 0.85 1.83 0.05
v 0.87 1.83 0.05
v 0.89 1.83 0.05
v 0.91 1.83 0.05
v 0.93 1.83 0.05
v 0.95 1.83 0.05
v 0.97 1.83 0.05
v 0.99 1.83 0.05
v 1.01 1.83 0.05
v 1.03 1.83 0.05
v 1.05 1.83 0.05
v 1.07 1.83 0.05
v 1.09 1.83 0.05
v 1.11 1.83 0.05
v 1.13 1.83 0.05
v 1.15 1.83 0.05
v 1.17 1.83 0.05
v 1.19 1.83 0.05
v 1.21 1.83 0.05
v 1.23 1.83 0.05
v 1.25 1.83 0.05
v 1.27 1.83 0.05
v 1.29 1.83 0.05
v 1.31 1.83 0.05
v 1.33 1.83 0.05
v 1.35 1.83 0.05
v 1.37 1.83 0.05
v 1.39 1.83 0.05
v 1.41 1.83 0.05
v 1.43 1.83 0.05
v 1.45 1.83 0.05
v 1.47 1.83 0.05
v 1.49 1.83 0.05
v 1.51 1.83 0.05
v 1.53 1.83 0.05
v 1.55 1.83 0.05
v 1.57 1.83 0.05
v 1.59 1.83 0.05
v 1.61 1.83 0.05
v 1.63 1.83 0.05
v 1.65 1.83 0.05
v 1.67 1.83 0.05
v 1.69 1.83 0.05
v 1.71 1.83 0.05
v 1.73 1.83 0.05
v 1.75 1.83 0.05
v 1.77 1.83 0.05
v 1.79 1.83 0.05
